Date,GDP,Inflation,Aus Cash Rate,US Cash Rate,Aus Duration,US Duration,Aus Eq Perf,US Eq Perf,Int Fixed Interest Perf,IG Credit Perf
31-Oct-12,3.44,2,3.27,0.16,3.02,1.65,10.27,12.06,9.37,13.79
30-Nov-12,3.44,2,3.25,0.16,3.09,1.72,14.78,11.77,10.34,16.31
31-Dec-12,2.83,2.2,3.03,0.16,3.23,1.91,20.26,14.14,8.35,14.33
31-Jan-13,2.83,2.2,3,0.14,3.4,1.98,20.11,18,7.02,11.06
28-Feb-13,2.83,2.2,3,0.15,3.5,1.96,24.19,16.47,7.34,10.73
31-Mar-13,2.32,2.5,3,0.14,3.51,1.76,19.98,10.76,8.28,11.01
30-Apr-13,2.32,2.5,3,0.15,3.25,1.93,23.66,16.7,8.66,11.81
31-May-13,2.32,2.5,2.8,0.11,3.23,2.3,26.5,29.3,5.3,9.07
30-Jun-13,2.01,2.4,2.75,0.09,3.54,2.58,22.75,33.1,4.49,5.87
31-Jul-13,2.01,2.4,2.75,0.09,3.75,2.74,23.83,45.29,3.71,4.21
31-Aug-13,2.01,2.4,2.55,0.08,3.86,2.81,24.28,36.94,3.24,2.87
30-Sep-13,2.22,2.16,2.5,0.08,4,2.62,24.29,34.02,3.53,2.95
31-Oct-13,2.22,2.16,2.5,0.09,3.97,2.72,25.48,38.16,4.2,3.18
30-Nov-13,2.22,2.16,2.5,0.08,4.13,2.9,23.26,45.04,3.36,2.6
31-Dec-13,2.52,2.75,2.5,0.09,4.24,2.86,20.2,48.03,2.6,1.91
31-Jan-14,2.52,2.75,2.5,0.07,4.18,2.71,11.06,39.83,4.61,4.21
28-Feb-14,2.52,2.75,2.5,0.07,4.12,2.72,10.64,40.38,4.39,4.25
31-Mar-14,2.83,2.93,2.5,0.08,4.1,2.71,13.46,34.73,3.8,4.09
30-Apr-14,2.83,2.93,2.5,0.09,4.03,2.56,10.46,31.47,3.3,3.42
31-May-14,2.83,2.93,2.5,0.09,3.78,2.6,16.45,22.65,5.82,6.52
30-Jun-14,2.93,3.01,2.5,0.1,3.7,2.54,17.43,20.41,7.37,9.59
31-Jul-14,2.93,3.01,2.5,0.09,3.47,2.42,16.54,11.78,7.46,8.84
31-Aug-14,2.93,3.01,2.5,0.09,3.41,2.53,14.41,15.34,9.18,11.03
30-Sep-14,2.52,2.31,2.5,0.09,3.55,2.3,5.93,20.37,8.23,9.22
31-Oct-14,2.52,2.31,2.5,0.09,3.32,2.33,6.39,17.44,8.07,8.7
30-Nov-14,2.52,2.31,2.5,0.09,3.26,2.21,4.3,17.03,9.42,9.69
31-Dec-14,2.12,1.72,2.5,0.12,2.96,1.88,5.61,15.01,11.16,10.19
31-Jan-15,2.12,1.72,2.5,0.11,2.64,1.98,12.48,20.11,11.83,11.16
28-Feb-15,2.12,1.72,2.28,0.11,2.5,2.04,14.53,23.59,10.56,9.67
31-Mar-15,2.22,1.33,2.25,0.11,2.48,1.94,14.13,29.12,11.19,9.9
30-Apr-15,2.22,1.33,2.25,0.12,2.41,2.2,10.23,26.73,9.68,8.29
31-May-15,2.22,1.33,2.04,0.12,2.88,2.36,9.93,29.16,8.07,6.43
30-Jun-15,1.81,1.51,2,0.13,2.98,2.32,5.68,25.18,6.2,4.38
31-Jul-15,1.81,1.51,2,0.13,2.9,2.17,5.68,33.77,7.11,5.03
31-Aug-15,1.81,1.51,2,0.14,2.72,2.17,-3.16,27.49,5.49,2.96
30-Sep-15,2.42,1.54,2,0.14,2.7,2.07,-0.68,18.87,6.51,3.91
31-Oct-15,2.42,1.54,2,0.12,2.62,2.26,-0.74,26.27,6.04,3.66
30-Nov-15,2.42,1.54,2,0.12,2.85,2.24,1.9,17.42,4.81,2.94
31-Dec-15,2.62,1.69,2,0.24,2.85,2.09,2.56,11.8,3.59,2.15
31-Jan-16,2.62,1.69,2,0.34,2.73,1.78,-6.13,4.85,3.47,0.4
29-Feb-16,2.62,1.69,2,0.38,2.48,1.89,-13.73,-2.08,5.47,1.52
31-Mar-16,2.62,1.31,2,0.36,2.57,1.81,-9.59,-3.91,5.14,2.94
30-Apr-16,2.62,1.31,2,0.37,2.52,1.81,-4.93,-0.81,5.69,4.29
31-May-16,2.62,1.31,1.77,0.37,2.32,1.64,-2.38,1.62,7,4.88
30-Jun-16,3.14,1.02,1.75,0.38,2.12,1.5,0.56,0.4,10.82,8.51
31-Jul-16,3.14,1.02,1.75,0.39,1.93,1.56,2.37,-3.93,9.69,9.11
31-Aug-16,3.14,1.02,1.52,0.4,1.88,1.63,9.3,0.46,9.45,10.19
30-Sep-16,2.22,1.26,1.5,0.4,1.99,1.76,13.17,1.95,8.42,9.78
31-Oct-16,2.22,1.26,1.5,0.4,2.2,2.14,6.11,-5.4,6.61,8.08
30-Nov-16,2.22,1.26,1.5,0.41,2.51,2.49,10.03,0.94,4.65,5.61
31-Dec-16,2.62,1.48,1.5,0.54,2.79,2.43,11.8,7.92,5.02,6.88
31-Jan-17,2.62,1.48,1.5,0.65,2.73,2.42,17.34,8.88,2.08,6.26
28-Feb-17,2.62,1.48,1.5,0.66,2.75,2.48,22.13,12.37,1.65,6.68
31-Mar-17,2.01,2.13,1.5,0.79,2.81,2.3,20.49,15.55,0.97,4.6
30-Apr-17,2.01,2.13,1.5,0.9,2.56,2.3,17.77,16.93,1.74,4.53
31-May-17,2.01,2.13,1.5,0.91,2.54,2.19,11.1,13.33,1.56,5.16
30-Jun-17,2.01,1.93,1.5,1.04,2.41,2.32,14.09,14.73,-1.14,6.21
31-Jul-17,2.01,1.93,1.5,1.15,2.64,2.21,7.33,10.6,-1.35,5.31
31-Aug-17,2.01,1.93,1.5,1.16,2.6,2.2,9.79,10.07,-0.07,5.69
30-Sep-17,2.93,1.8,1.5,1.15,2.7,2.36,9.25,15.38,-0.69,5.53
31-Oct-17,2.93,1.8,1.5,1.15,2.78,2.35,16.13,22,1.05,7
30-Nov-17,2.93,1.8,1.5,1.16,2.57,2.4,14.61,20.51,3.02,9.25
31-Dec-17,2.32,1.9,1.5,1.3,2.58,2.58,11.8,13.38,2.79,9.04
31-Jan-18,2.32,1.9,1.5,1.41,2.75,2.86,12.18,18.15,2.77,8.07
28-Feb-18,2.32,1.9,1.5,1.42,2.86,2.84,10.1,15.99,1.87,5.86
31-Mar-18,3.03,1.9,1.5,1.51,2.72,2.87,2.54,13.31,3.19,6.18
30-Apr-18,3.03,1.9,1.5,1.69,2.74,2.98,5.46,12.4,2.03,4.7
31-May-18,3.03,1.9,1.5,1.7,2.79,2.91,9.63,9.8,1.65,4.1
30-Jun-18,3.24,2.08,1.5,1.82,2.7,2.89,13.01,15.39,2.34,0.92
31-Jul-18,3.24,2.08,1.5,1.91,2.64,2.89,14.59,20.31,1.86,0.77
31-Aug-18,3.24,2.08,1.5,1.91,2.59,3,15.4,24.29,0.56,0.31
30-Sep-18,2.73,1.92,1.5,1.95,2.63,3.15,13.97,20.82,1.04,0.27
31-Oct-18,2.73,1.92,1.5,2.19,2.68,3.12,2.94,9.6,0.52,-0.56
30-Nov-18,2.73,1.92,1.5,2.2,2.68,2.83,-0.96,4.23,0.89,-0.63
31-Dec-18,2.52,1.79,1.5,2.27,2.43,2.71,-2.84,1.52,2.51,0.02
31-Jan-19,2.52,1.79,1.5,2.4,2.27,2.68,1.37,3.84,4.02,2.38
28-Feb-19,2.52,1.79,1.5,2.4,2.13,2.57,7.05,10.06,3.83,3.66
31-Mar-19,2.01,1.33,1.5,2.41,1.96,2.53,12.06,12.3,4.45,5.46
30-Apr-19,2.01,1.33,1.5,2.39,1.86,2.4,10.41,14.28,4.64,6.5
31-May-19,2.01,1.33,1.5,2.38,1.52,2.07,11.08,8.82,6.26,7.27
30-Jun-19,1.71,1.59,1.28,2.4,1.38,2.06,11.55,11.95,7.28,9.5
31-Jul-19,1.71,1.59,1.02,2.13,1.31,1.63,13.26,11.73,8.26,9.77
31-Aug-19,1.71,1.59,1,2.04,0.95,1.7,9.04,7.57,11.59,11.79
30-Sep-19,1.91,1.67,1,1.83,1.03,1.71,12.47,9.13,10.96,11.43
31-Oct-19,1.91,1.67,0.76,1.55,1.03,1.81,19.28,15.83,10.4,11.83
30-Nov-19,1.91,1.67,0.75,1.55,1.15,1.86,25.98,23.58,9.14,11.94
31-Dec-19,2.12,1.84,0.75,1.55,1.2,1.76,23.4,27.97,6.63,10.74
31-Jan-20,2.12,1.84,0.75,1.58,1.15,1.5,24.72,28.31,8.2,11.17
29-Feb-20,2.12,1.84,0.75,0.65,0.98,0.87,8.64,15.61,10.08,11.73
31-Mar-20,1.41,2.19,0.43,0.05,0.89,0.66,-14.42,4.44,8.07,2.43
30-Apr-20,1.41,2.19,0.25,0.05,0.86,0.67,-9.06,3.5,9.22,5.6
31-May-20,1.41,2.19,0.25,0.08,0.91,0.73,-6.7,11.98,7.19,6.32
30-Jun-20,-5.86,-0.35,0.25,0.09,0.92,0.62,-7.68,5.18,6.07,6.01
31-Jul-20,-5.86,-0.35,0.25,0.1,0.88,0.65,-9.87,3.42,6.35,7.58
31-Aug-20,-5.86,-0.35,0.25,0.09,0.89,0.68,-5.08,6.73,2.38,4.43
30-Sep-20,-2.87,0.69,0.25,0.09,0.9,0.79,-10.21,4.3,3.88,5.06
31-Oct-20,-2.87,0.69,0.25,0.09,0.82,0.87,-8.15,2.71,4.35,5.84
30-Nov-20,-2.87,0.69,0.11,0.09,0.87,0.93,-1.98,5.35,5.05,7.66
31-Dec-20,-0.16,0.86,0.1,0.09,0.98,1.08,1.4,5.73,5.87,8.03
31-Jan-21,-0.16,0.86,0.1,0.08,1.05,1.26,-3.11,0.87,2.69,5.04
28-Feb-21,-0.16,0.86,0.1,0.07,1.32,1.61,6.47,7.79,-1.12,2.58
31-Mar-21,2.14,1.11,0.1,0.07,1.69,1.64,37.47,23.55,-1.32,8.62
30-Apr-21,2.14,1.11,0.1,0.06,1.65,1.62,30.76,23.03,-2.14,5.48
31-May-21,2.14,1.11,0.1,0.08,1.62,1.52,28.23,20.41,-1.84,4.1
30-Jun-21,10.35,3.85,0.1,0.1,1.52,1.32,27.8,27.5,-1.57,3.56
31-Jul-21,10.35,3.85,0.1,0.09,1.25,1.28,28.56,31.85,-1.01,2.45
31-Aug-21,10.35,3.85,0.1,0.08,1.12,1.37,28.15,31.37,-0.34,2.99
30-Sep-21,4.09,3.01,0.1,0.08,1.28,1.58,30.56,27.76,-2.3,1.96
31-Oct-21,4.09,3.01,0.1,0.08,1.72,1.56,27.96,31.36,-2.42,0.94
30-Nov-21,4.09,3.01,0.1,0.08,1.81,1.47,15.48,26.8,-1.37,-0.57
31-Dec-21,4.59,3.5,0.1,0.08,1.61,1.76,17.23,29.58,-2.39,-1.14
31-Jan-22,4.59,3.5,0.1,0.08,1.88,1.93,9.44,27.3,-3.13,-2.96
28-Feb-22,4.59,3.5,0.1,0.2,2.11,2.13,10.2,18.33,-2.11,-3.68
31-Mar-22,3.05,5.09,0.1,0.33,2.5,2.75,14.97,11.6,-4.34,-5.01
30-Apr-22,3.05,5.09,0.1,0.77,3.01,2.9,10.16,4.73,-6.84,-9.6
31-May-22,3.05,5.09,0.33,1.21,3.38,3.14,4.84,2.64,-7.66,-9.92
30-Jun-22,3.16,6.14,0.73,1.68,3.77,2.9,-6.47,-6.52,-9.35,-13.3
31-Jul-22,3.16,6.14,1.28,2.33,3.42,2.9,-2.17,-4.39,-8.66,-11.68
31-Aug-22,3.16,6.14,1.81,2.56,3.37,3.52,-3.43,-9.62,-11.21,-14.25
30-Sep-22,6,7.27,2.25,3.08,3.74,3.98,-7.69,-9.79,-13.18,-17.48
31-Oct-22,6,7.27,2.58,3.78,3.92,3.89,-2.01,-4.33,-13.36,-17.89
30-Nov-22,6,7.27,2.84,4.1,3.71,3.62,5,-5.89,-12.73,-20.35
31-Dec-22,2.73,7.86,3.05,4.33,3.57,3.53,-1.08,-12.52,-13.83,-17.75
31-Jan-23,2.73,7.86,3.1,4.57,3.62,3.75,12.21,-7.9,-10.69,-18.18
28-Feb-23,2.73,7.86,3.29,4.65,3.71,3.66,7.16,-0.48,-11.28,-20.27
31-Mar-23,2.17,7.02,3.54,4.83,3.47,3.46,0.1,4.31,-6.66,-18.89
30-Apr-23,2.17,7.02,3.6,4.83,3.34,3.46,2.83,11.12,-4.15,-11.99
